Server ID,Uptime (%),Workload (CPU %),Temperature (°C),Timestamp,Server Location,Server Type,Memory Usage (%),Disk Usage (%),Error Rate (%),Carbon Emissions (kg CO2),Maintenance Status,Power State,Fan Speed (RPM),Latency (ms),Year,Month,Day
Server-3623,99.9,59,37,2023-01-21 17:33:44,Carlow,Enterprise,76,54,1,113.47,Retired,On,4432,10,2023,1,21
Server-3624,97.2,10,26,2022-08-22 23:20:09,Donegal,Cloud,72,51,3,203.84,Out of Service,On,2639,34,2022,8,22
Server-3625,96.1,65,32,2020-07-24 03:55:12,Galway,Cloud,86,88,2,118.65,Needs Maintenance,On,4685,78,2020,7,24
Server-3626,95.1,21,26,2023-08-31 12:14:11,Kilkenny,Backup Server,81,60,2,231.84,Out of Service,On,4321,52,2023,8,31
Server-3627,99.3,3,32,2021-11-05 01:29:44,Donegal,Edge,65,92,1,123.34,Needs Maintenance,On,4961,64,2021,11,5
Server-3628,95.7,41,44,2022-06-11 18:51:05,Kilkenny,Mainframe,60,73,3,179.21,Inactive,On,2246,8,2022,6,11
Server-3629,95.2,88,31,2022-06-23 22:24:00,Galway,Network Node,69,80,4,148.71,Under Repair,On,4194,33,2022,6,23
Server-3630,97.4,51,41,2022-12-17 09:05:08,Carlow,Network Node,60,66,2,51.99,Active,On,2653,98,2022,12,17
Server-3631,96.9,43,31,2020-09-10 07:33:09,Kilkenny,Backup Server,74,70,3,117.0,Active,On,4873,16,2020,9,10
Server-3632,99.8,14,34,2022-02-20 13:16:23,Carlow,Network Node,94,86,4,174.0,Active,On,4598,64,2022,2,20
Server-3633,97.3,75,30,2020-08-21 23:24:48,Cork,Network Node,85,55,4,147.64,Needs Maintenance,Standby,2840,77,2020,8,21
Server-3634,99.2,96,29,2022-02-28 08:59:01,Cork,Edge,94,65,0,128.11,Under Repair,Standby,3478,27,2022,2,28
Server-3635,99.7,31,31,2022-03-05 15:34:42,Carlow,Network Node,84,81,4,141.56,Active,On,3296,39,2022,3,5
Server-3636,95.9,69,37,2021-03-16 18:01:41,Carlow,Backup Server,74,89,4,157.53,Under Repair,On,2387,33,2021,3,16
Server-3637,96.7,0,25,2023-10-28 20:51:27,Cork,Backup Server,51,55,2,13.91,Out of Service,On,3603,97,2023,10,28
Server-3638,99.6,19,26,2023-09-11 20:03:50,Cork,Enterprise,76,71,4,122.1,Needs Maintenance,On,3205,4,2023,9,11
Server-3639,97.8,68,38,2024-02-08 11:19:41,Cork,Backup Server,85,60,4,109.55,Inactive,On,4470,89,2024,2,8
Server-3640,96.6,36,37,2022-09-06 18:53:36,Donegal,Backup Server,68,86,2,184.6,Needs Maintenance,On,4444,75,2022,9,6
Server-3641,97.6,50,44,2020-09-30 02:45:36,Carlow,Network Node,91,57,0,187.89,Needs Maintenance,On,2050,11,2020,9,30
Server-3642,98.7,1,35,2023-06-05 07:09:02,Dublin,Enterprise,75,88,0,158.49,Needs Maintenance,On,3511,22,2023,6,5
Server-3643,98.1,77,27,2020-10-08 06:20:44,Galway,Network Node,82,57,3,155.67,Needs Maintenance,On,3997,78,2020,10,8
Server-3644,99.7,16,33,2020-05-20 00:52:55,Galway,Mainframe,53,67,3,49.39,Inactive,On,4943,39,2020,5,20
Server-3645,99.8,49,26,2021-05-09 09:48:40,Mayo,Backup Server,51,72,4,104.56,Needs Maintenance,On,4741,2,2021,5,9
Server-3646,98.6,81,34,2023-10-01 10:11:41,Galway,Network Node,79,56,4,132.33,Out of Service,On,4869,98,2023,10,1
Server-3647,98.3,16,39,2024-07-27 02:11:00,Galway,Cloud,58,86,3,144.53,Active,On,2330,11,2024,7,27
Server-3648,95.1,30,41,2023-07-13 09:31:23,Cork,Backup Server,90,87,3,149.74,Retired,On,3862,56,2023,7,13
Server-3649,98.9,55,30,2023-08-29 20:42:18,Cork,Network Node,51,74,4,52.59,Active,On,2667,69,2023,8,29
Server-3650,97.5,30,35,2022-01-03 01:18:06,Limerick,Mainframe,78,78,2,198.76,Active,On,3359,51,2022,1,3
Server-3651,99.4,35,27,2020-07-25 01:28:25,Mayo,Network Node,59,91,2,98.83,Needs Maintenance,On,3528,91,2020,7,25
Server-3652,99.7,18,31,2025-02-01 06:52:08,Carlow,Backup Server,89,64,2,36.65,Out of Service,On,3980,82,2025,2,1
Server-3653,96.8,60,36,2023-02-26 05:26:03,Mayo,Backup Server,57,88,3,189.17,Under Repair,On,4103,96,2023,2,26
Server-3654,99.5,31,39,2020-09-15 22:42:29,Cork,Mainframe,51,89,0,104.38,Needs Maintenance,On,2520,67,2020,9,15
Server-3655,98.3,80,32,2020-03-28 09:54:21,Mayo,Enterprise,78,92,3,184.61,Inactive,On,3956,56,2020,3,28
Server-3656,97.1,87,39,2023-09-26 10:20:56,Mayo,Edge,68,52,2,62.82,Inactive,On,2862,87,2023,9,26
Server-3657,95.3,3,26,2020-04-18 20:00:57,Galway,Edge,70,92,1,129.75,Active,On,2761,72,2020,4,18
Server-3658,98.7,68,37,2024-03-26 15:43:25,Limerick,Enterprise,57,92,2,101.8,Active,Standby,2990,46,2024,3,26
Server-3659,99.5,46,36,2025-01-25 05:16:30,Donegal,Backup Server,94,68,1,169.64,Needs Maintenance,On,2980,74,2025,1,25
Server-3660,97.9,40,29,2021-05-12 08:56:11,Limerick,Network Node,73,64,2,105.48,Under Repair,On,3860,71,2021,5,12
Server-3661,97.0,0,34,2022-12-07 21:39:42,Mayo,Cloud,81,84,2,169.65,Active,Off,2301,28,2022,12,7
Server-3662,97.3,89,29,2023-10-19 16:56:56,Kilkenny,Cloud,64,59,1,128.83,Active,On,2658,38,2023,10,19
Server-3663,98.5,41,31,2025-01-26 21:42:07,Donegal,Mainframe,55,63,2,117.12,Retired,On,2212,24,2025,1,26
Server-3664,96.0,66,39,2020-04-22 14:50:57,Dublin,Network Node,67,78,1,194.97,Needs Maintenance,On,4909,88,2020,4,22
Server-3665,96.0,22,28,2024-02-15 05:25:15,Mayo,Backup Server,92,54,1,247.68,Out of Service,Standby,4916,88,2024,2,15
Server-3666,96.7,12,40,2025-03-05 09:46:40,Carlow,Mainframe,62,68,3,131.75,Needs Maintenance,On,4380,93,2025,3,5
Server-3667,95.1,85,39,2022-06-22 17:10:23,Donegal,Network Node,54,80,0,111.32,Out of Service,Off,4546,24,2022,6,22
Server-3668,98.3,94,37,2021-09-07 17:08:03,Donegal,Network Node,93,77,3,143.06,Inactive,On,2434,39,2021,9,7
Server-3669,97.2,60,37,2020-01-29 23:19:50,Mayo,Network Node,94,61,0,155.39,Active,On,2576,3,2020,1,29
Server-3670,99.5,71,26,2021-01-02 07:27:25,Donegal,Cloud,65,91,0,60.3,Active,On,3558,26,2021,1,2
Server-3671,98.2,29,40,2024-07-29 21:04:53,Galway,Mainframe,69,87,2,99.29,Active,On,2315,15,2024,7,29
Server-3672,98.5,45,30,2021-04-19 01:05:03,Galway,Enterprise,52,93,1,74.69,Retired,Standby,2477,68,2021,4,19
Server-3673,98.4,75,33,2021-04-14 03:11:49,Limerick,Enterprise,54,85,0,92.39,Needs Maintenance,On,2402,76,2021,4,14
Server-3674,97.1,85,37,2022-07-04 23:00:14,Dublin,Edge,88,68,0,222.61,Retired,Standby,3933,69,2022,7,4
Server-3675,99.7,42,29,2024-11-16 13:41:14,Cork,Cloud,90,79,0,35.67,Active,Off,4886,18,2024,11,16
Server-3676,99.6,14,29,2020-11-22 00:36:54,Cork,Enterprise,59,57,1,168.63,Active,Off,4028,68,2020,11,22
Server-3677,97.4,29,41,2025-01-07 09:19:02,Cork,Enterprise,66,80,4,131.48,Active,On,3353,3,2025,1,7
Server-3678,98.9,59,43,2023-12-19 10:08:43,Limerick,Mainframe,80,82,0,162.17,Needs Maintenance,On,3503,17,2023,12,19
Server-3679,99.9,23,42,2022-07-17 10:54:40,Donegal,Edge,79,51,1,91.57,Active,On,4037,89,2022,7,17
Server-3680,96.7,24,39,2022-08-20 22:46:56,Cork,Mainframe,63,58,1,126.99,Inactive,On,4445,87,2022,8,20
Server-3681,98.1,52,29,2024-04-22 21:46:40,Kilkenny,Cloud,63,87,4,211.19,Active,On,3970,73,2024,4,22
Server-3682,97.8,57,40,2021-08-17 11:57:29,Cork,Mainframe,78,88,3,127.28,Active,On,3319,54,2021,8,17
Server-3683,97.7,1,25,2024-06-23 19:51:22,Mayo,Network Node,54,51,0,220.5,Active,On,3552,4,2024,6,23
Server-3684,99.7,64,27,2023-08-05 17:27:55,Galway,Backup Server,53,75,4,13.74,Inactive,Standby,2253,86,2023,8,5
Server-3685,95.6,83,41,2022-11-04 05:51:51,Galway,Mainframe,81,83,4,176.96,Active,On,2166,56,2022,11,4
Server-3686,97.6,44,35,2023-11-09 20:06:38,Cork,Cloud,76,80,3,152.09,Inactive,On,2589,29,2023,11,9
Server-3687,95.1,43,31,2024-04-17 04:21:14,Galway,Edge,82,71,0,78.09,Retired,Standby,4689,50,2024,4,17
Server-3688,96.5,25,41,2020-06-07 06:48:31,Mayo,Mainframe,65,62,4,195.8,Needs Maintenance,Off,2556,63,2020,6,7
Server-3689,98.4,7,32,2020-02-17 07:08:09,Galway,Enterprise,56,67,4,112.56,Under Repair,On,4636,12,2020,2,17
Server-3690,98.9,82,43,2022-11-30 07:31:06,Donegal,Cloud,62,76,3,161.57,Needs Maintenance,On,4237,46,2022,11,30
Server-3691,99.3,30,26,2023-08-02 11:44:03,Dublin,Enterprise,72,57,4,100.66,Active,On,4428,94,2023,8,2
Server-3692,95.4,78,29,2020-05-16 09:09:11,Galway,Backup Server,56,87,2,124.49,Under Repair,On,4828,82,2020,5,16
Server-3693,95.9,51,43,2024-02-17 13:36:44,Mayo,Mainframe,87,92,0,185.27,Needs Maintenance,Off,2439,16,2024,2,17
Server-3694,97.0,1,38,2021-01-21 04:55:29,Mayo,Backup Server,90,94,0,267.62,Inactive,On,4452,30,2021,1,21
Server-3695,96.9,65,32,2022-03-24 19:34:54,Dublin,Edge,65,91,3,105.11,Needs Maintenance,On,2794,45,2022,3,24
Server-3696,96.3,49,42,2021-05-27 17:44:20,Limerick,Backup Server,72,94,4,212.47,Active,Off,4333,43,2021,5,27
Server-3697,99.7,92,27,2020-04-18 17:11:13,Limerick,Edge,89,50,2,217.0,Inactive,On,3694,21,2020,4,18
Server-3698,97.7,96,27,2020-12-13 16:47:07,Kilkenny,Mainframe,85,84,2,181.89,Active,On,3047,86,2020,12,13
Server-3699,98.3,9,40,2020-10-25 01:31:54,Carlow,Cloud,69,63,2,188.37,Needs Maintenance,On,4226,25,2020,10,25
Server-3700,98.7,45,30,2021-12-22 19:58:27,Cork,Network Node,72,56,4,114.64,Needs Maintenance,On,2859,94,2021,12,22
Server-3701,97.7,57,41,2024-03-04 01:10:33,Limerick,Mainframe,63,51,1,101.53,Active,On,2329,70,2024,3,4
Server-3702,99.2,84,29,2022-10-19 04:38:55,Mayo,Mainframe,85,56,3,126.35,Needs Maintenance,Off,2109,45,2022,10,19
Server-3703,99.9,84,39,2023-08-08 08:03:11,Dublin,Edge,53,56,1,163.33,Active,On,4908,57,2023,8,8
Server-3704,97.0,12,25,2025-01-28 18:49:27,Mayo,Mainframe,83,54,3,134.93,Retired,On,3697,29,2025,1,28
Server-3705,98.2,50,25,2020-05-01 06:19:39,Dublin,Mainframe,67,89,0,112.65,Active,On,2530,7,2020,5,1
Server-3706,96.6,79,36,2023-03-15 19:29:10,Carlow,Edge,70,57,0,114.86,Needs Maintenance,On,4320,29,2023,3,15
Server-3707,95.3,82,44,2021-07-02 00:36:16,Cork,Edge,78,72,4,134.8,Out of Service,On,4484,99,2021,7,2
Server-3708,95.1,87,28,2023-11-11 17:11:10,Kilkenny,Cloud,72,80,3,193.01,Active,On,2929,59,2023,11,11
Server-3709,96.2,57,35,2020-08-11 11:12:29,Cork,Enterprise,66,68,1,96.06,Needs Maintenance,On,3421,9,2020,8,11
Server-3710,95.8,61,34,2022-03-07 11:11:32,Limerick,Mainframe,92,77,0,178.3,Out of Service,On,3947,81,2022,3,7
Server-3711,98.6,22,32,2024-06-17 13:18:09,Cork,Network Node,68,74,4,176.25,Retired,On,3546,50,2024,6,17
Server-3712,97.3,3,40,2023-05-31 04:32:14,Kilkenny,Network Node,69,82,0,123.88,Out of Service,On,4677,21,2023,5,31
Server-3713,97.7,30,36,2023-07-06 20:21:40,Mayo,Mainframe,78,87,1,164.8,Under Repair,On,3957,21,2023,7,6
Server-3714,95.4,7,27,2024-11-14 07:40:21,Galway,Mainframe,72,80,3,209.32,Needs Maintenance,On,4535,46,2024,11,14
Server-3715,95.1,24,37,2024-07-06 21:15:41,Donegal,Backup Server,76,56,2,133.79,Active,On,3845,17,2024,7,6
Server-3716,97.2,53,34,2022-08-03 07:57:09,Donegal,Edge,67,79,0,111.38,Needs Maintenance,On,2390,19,2022,8,3
Server-3717,96.3,86,44,2023-10-18 10:06:14,Galway,Cloud,77,67,3,101.89,Under Repair,On,2145,89,2023,10,18
Server-3718,98.1,10,27,2020-12-03 16:23:13,Cork,Cloud,58,61,0,107.75,Needs Maintenance,On,2928,97,2020,12,3
Server-3719,97.6,91,43,2022-11-24 15:01:47,Kilkenny,Edge,74,53,3,189.54,Under Repair,On,2522,29,2022,11,24
Server-3720,99.1,44,35,2022-11-04 20:58:15,Carlow,Network Node,68,74,1,147.14,Active,Off,3712,89,2022,11,4
Server-3721,99.2,86,35,2022-08-06 18:06:28,Galway,Enterprise,89,74,2,69.9,Out of Service,Standby,2745,53,2022,8,6
Server-3722,97.7,44,34,2020-01-13 06:30:16,Limerick,Network Node,76,63,0,212.74,Under Repair,On,2998,48,2020,1,13
Server-3723,99.5,59,38,2023-06-17 13:34:09,Galway,Network Node,66,50,4,140.97,Needs Maintenance,On,2566,94,2023,6,17
Server-3724,99.7,63,41,2024-02-04 19:04:31,Kilkenny,Enterprise,54,64,4,174.0,Retired,On,4409,7,2024,2,4
Server-3725,96.2,42,44,2022-07-01 08:37:17,Kilkenny,Enterprise,54,85,0,180.08,Retired,On,3585,34,2022,7,1
Server-3726,99.9,63,41,2022-12-14 17:45:40,Mayo,Cloud,90,63,3,108.29,Active,On,3722,29,2022,12,14
Server-3727,99.9,46,29,2022-11-18 00:04:24,Kilkenny,Enterprise,78,88,3,88.48,Inactive,On,2526,41,2022,11,18
Server-3728,95.3,99,43,2020-12-07 12:09:57,Dublin,Edge,83,59,0,101.65,Active,On,4947,9,2020,12,7
Server-3729,95.0,60,32,2023-11-18 15:32:30,Limerick,Enterprise,89,60,3,140.25,Active,On,2933,49,2023,11,18
Server-3730,95.3,97,33,2022-12-27 05:53:03,Kilkenny,Network Node,71,65,0,171.88,Needs Maintenance,On,3762,97,2022,12,27
Server-3731,96.7,47,41,2021-05-27 11:51:30,Galway,Edge,79,51,1,243.17,Inactive,Off,2173,50,2021,5,27
Server-3732,99.0,74,40,2024-01-12 16:23:59,Limerick,Enterprise,77,81,2,194.89,Needs Maintenance,Off,3126,5,2024,1,12
Server-3733,97.5,7,36,2021-11-05 00:07:58,Limerick,Cloud,93,53,3,51.76,Needs Maintenance,Off,2381,37,2021,11,5
Server-3734,96.5,33,37,2021-02-16 03:02:46,Limerick,Cloud,81,86,2,142.37,Active,On,3086,94,2021,2,16
Server-3735,95.3,7,40,2020-01-04 03:16:32,Cork,Network Node,86,69,1,36.27,Active,On,2219,79,2020,1,4
Server-3736,97.0,51,36,2024-11-02 09:40:49,Galway,Mainframe,79,67,4,198.02,Inactive,Standby,4981,99,2024,11,2
Server-3737,95.2,80,28,2020-11-26 09:26:28,Donegal,Network Node,83,58,1,140.04,Active,Standby,2645,96,2020,11,26
Server-3738,95.9,85,31,2020-02-25 07:47:58,Donegal,Enterprise,93,87,1,151.77,Active,On,3565,33,2020,2,25
Server-3739,99.4,7,38,2021-08-26 11:35:09,Limerick,Network Node,81,67,3,138.19,Needs Maintenance,Standby,4401,15,2021,8,26
Server-3740,98.8,61,29,2020-09-25 06:25:05,Galway,Edge,86,88,4,153.78,Active,On,2376,22,2020,9,25
Server-3741,100.0,64,31,2023-06-29 16:21:16,Mayo,Backup Server,57,79,2,115.72,Active,On,3732,65,2023,6,29
Server-3742,99.5,13,34,2025-02-08 18:43:00,Carlow,Network Node,74,75,4,154.91,Needs Maintenance,On,3420,52,2025,2,8
Server-3743,99.3,68,42,2023-01-24 14:36:13,Dublin,Cloud,93,92,1,102.49,Inactive,On,3919,49,2023,1,24
Server-3744,95.9,90,27,2020-04-08 15:44:18,Kilkenny,Edge,83,79,4,164.55,Needs Maintenance,Off,3168,34,2020,4,8
Server-3745,98.2,47,37,2023-05-20 13:02:04,Galway,Backup Server,68,66,3,163.53,Needs Maintenance,On,4550,37,2023,5,20
Server-3746,98.0,86,37,2020-01-11 18:19:02,Mayo,Cloud,73,93,3,173.92,Needs Maintenance,On,3386,74,2020,1,11
Server-3747,99.6,11,41,2024-05-18 19:16:52,Mayo,Backup Server,92,63,1,145.05,Active,Off,3718,68,2024,5,18
Server-3748,98.9,63,40,2021-02-20 19:02:03,Cork,Network Node,80,77,0,201.95,Under Repair,On,3399,17,2021,2,20
Server-3749,98.9,29,43,2021-02-05 17:55:16,Mayo,Enterprise,71,74,4,240.93,Retired,On,4162,52,2021,2,5
Server-3750,96.6,7,33,2020-10-31 23:11:47,Carlow,Network Node,52,81,2,73.3,Needs Maintenance,On,2641,67,2020,10,31
Server-3751,95.6,65,41,2022-04-20 18:12:53,Cork,Edge,50,61,1,86.66,Active,On,3766,60,2022,4,20
Server-3752,96.8,68,42,2020-08-27 20:02:28,Cork,Cloud,59,64,0,141.45,Active,On,4270,57,2020,8,27
Server-3753,96.0,76,32,2022-01-20 16:03:15,Kilkenny,Network Node,55,55,4,127.4,Retired,On,3842,50,2022,1,20
Server-3754,98.6,80,26,2021-03-21 07:16:33,Dublin,Enterprise,91,89,0,173.75,Retired,On,3850,55,2021,3,21
Server-3755,97.3,34,40,2022-02-16 01:22:46,Dublin,Enterprise,56,51,1,173.77,Under Repair,Standby,4581,1,2022,2,16
Server-3756,96.2,78,30,2021-09-29 19:56:57,Donegal,Mainframe,58,84,4,164.99,Active,On,2507,84,2021,9,29
Server-3757,98.3,11,33,2021-05-21 16:01:32,Cork,Backup Server,82,80,0,67.01,Needs Maintenance,On,4698,80,2021,5,21
Server-3758,95.3,98,42,2024-11-08 22:08:25,Limerick,Backup Server,71,94,0,159.81,Under Repair,On,2015,53,2024,11,8
Server-3759,99.6,66,33,2024-01-29 06:29:35,Galway,Enterprise,62,55,3,242.6,Needs Maintenance,On,3501,84,2024,1,29
Server-3760,97.9,9,44,2023-02-20 22:43:07,Limerick,Network Node,88,55,1,175.82,Retired,On,4401,69,2023,2,20
Server-3761,97.3,1,27,2020-06-15 23:49:46,Cork,Enterprise,79,51,2,146.68,Active,Off,3269,46,2020,6,15
Server-3762,96.2,14,28,2022-07-20 02:58:26,Donegal,Enterprise,90,59,1,180.91,Under Repair,On,3997,57,2022,7,20
Server-3763,97.7,62,32,2021-08-05 20:48:24,Cork,Edge,87,75,1,106.76,Needs Maintenance,On,4527,54,2021,8,5
Server-3764,96.4,6,31,2021-12-30 06:49:01,Dublin,Enterprise,92,86,3,170.88,Active,On,3141,11,2021,12,30
Server-3765,97.0,19,41,2021-03-09 11:21:31,Mayo,Network Node,80,88,2,148.94,Needs Maintenance,On,3369,24,2021,3,9
Server-3766,99.4,59,42,2022-12-28 04:55:08,Donegal,Enterprise,92,93,3,92.81,Inactive,On,2203,74,2022,12,28
Server-3767,96.0,7,39,2020-08-11 23:07:55,Mayo,Cloud,75,55,1,162.28,Needs Maintenance,On,3671,80,2020,8,11
Server-3768,96.7,89,42,2024-05-10 02:43:17,Carlow,Mainframe,83,69,0,152.2,Needs Maintenance,Off,4564,78,2024,5,10
Server-3769,98.3,57,39,2022-02-01 13:39:10,Limerick,Mainframe,65,70,0,190.37,Out of Service,On,4444,9,2022,2,1
Server-3770,98.6,7,32,2024-03-05 04:01:52,Cork,Edge,66,59,1,156.65,Needs Maintenance,On,4703,95,2024,3,5
Server-3771,95.6,29,29,2020-04-16 18:06:20,Limerick,Network Node,51,73,4,160.32,Under Repair,On,2696,88,2020,4,16
Server-3772,99.7,83,43,2024-02-04 04:59:00,Cork,Backup Server,75,64,1,157.43,Active,On,4214,10,2024,2,4
Server-3773,95.1,53,42,2024-07-04 04:15:54,Kilkenny,Network Node,55,93,1,156.68,Active,On,4143,23,2024,7,4
Server-3774,95.3,53,36,2023-07-06 14:13:13,Dublin,Edge,87,83,4,206.97,Active,Off,2672,62,2023,7,6
Server-3775,98.8,94,43,2024-06-07 13:47:12,Carlow,Mainframe,68,87,4,185.81,Needs Maintenance,On,3245,67,2024,6,7
Server-3776,98.9,28,29,2021-02-11 14:07:50,Mayo,Cloud,69,61,3,103.1,Retired,On,3142,2,2021,2,11
Server-3777,98.3,52,34,2024-08-21 06:47:00,Cork,Mainframe,58,79,0,143.72,Retired,On,4469,26,2024,8,21
Server-3778,97.6,93,40,2023-06-05 09:03:12,Cork,Mainframe,51,62,4,79.59,Needs Maintenance,On,4776,53,2023,6,5
Server-3779,96.4,30,27,2022-08-26 19:12:31,Carlow,Cloud,86,77,1,224.56,Needs Maintenance,On,3853,69,2022,8,26
Server-3780,99.2,3,29,2021-12-23 06:59:34,Kilkenny,Mainframe,79,66,2,115.17,Needs Maintenance,On,4399,55,2021,12,23
Server-3781,98.5,28,44,2022-04-07 07:19:43,Dublin,Enterprise,82,55,2,111.97,Retired,On,3240,40,2022,4,7
Server-3782,99.8,43,36,2021-11-14 20:16:48,Limerick,Network Node,75,91,3,241.27,Active,On,4467,85,2021,11,14
Server-3783,97.3,93,25,2021-04-13 11:11:19,Galway,Mainframe,85,51,2,120.2,Out of Service,On,4542,54,2021,4,13
Server-3784,97.4,21,27,2020-09-04 06:27:09,Carlow,Cloud,64,63,0,102.51,Retired,On,3891,44,2020,9,4
Server-3785,99.0,95,33,2025-02-17 06:50:24,Dublin,Network Node,83,73,1,182.93,Retired,On,2679,74,2025,2,17
Server-3786,100.0,11,38,2024-04-23 23:30:00,Kilkenny,Network Node,92,50,2,149.56,Active,On,3596,71,2024,4,23
Server-3787,99.5,29,41,2023-03-27 11:09:41,Cork,Mainframe,64,83,0,105.29,Needs Maintenance,On,3214,15,2023,3,27
Server-3788,96.5,4,40,2023-07-21 08:08:36,Carlow,Mainframe,62,56,2,166.83,Inactive,Standby,4626,76,2023,7,21
Server-3789,99.8,65,42,2021-08-19 09:44:13,Mayo,Mainframe,74,59,1,181.36,Active,On,4924,89,2021,8,19
Server-3790,96.0,69,34,2020-10-08 23:48:33,Limerick,Edge,79,65,3,193.16,Out of Service,On,3251,18,2020,10,8
Server-3791,97.1,34,36,2021-11-21 18:43:09,Dublin,Network Node,65,68,0,162.7,Needs Maintenance,Off,2761,71,2021,11,21
Server-3792,99.4,73,29,2021-10-22 13:11:35,Cork,Edge,88,75,4,194.36,Inactive,Standby,3581,67,2021,10,22
Server-3793,96.6,79,43,2023-01-15 14:45:51,Donegal,Mainframe,91,93,4,192.34,Needs Maintenance,On,4760,18,2023,1,15
Server-3794,96.8,47,42,2023-03-12 21:06:26,Dublin,Cloud,52,85,2,126.85,Retired,On,4129,29,2023,3,12
Server-3795,100.0,85,35,2022-10-17 22:33:00,Mayo,Mainframe,60,89,4,235.38,Active,On,2486,39,2022,10,17
Server-3796,97.3,50,32,2022-02-09 04:03:10,Dublin,Mainframe,80,91,0,182.55,Under Repair,Standby,2505,54,2022,2,9
Server-3797,99.7,77,25,2020-03-12 20:34:31,Dublin,Backup Server,56,87,4,219.74,Active,Standby,2992,57,2020,3,12
Server-3798,96.4,15,30,2024-01-21 20:08:14,Cork,Enterprise,71,83,0,143.07,Needs Maintenance,On,2687,13,2024,1,21
Server-3799,97.5,47,37,2025-02-21 06:31:32,Kilkenny,Enterprise,91,77,4,192.34,Needs Maintenance,On,2844,77,2025,2,21
Server-3800,96.9,38,39,2021-01-26 09:54:04,Galway,Network Node,89,65,3,163.62,Under Repair,On,3654,69,2021,1,26
Server-3801,97.8,0,27,2023-01-01 12:40:38,Galway,Network Node,63,93,2,198.5,Active,Off,3035,23,2023,1,1
Server-3802,99.5,15,37,2024-12-05 12:40:28,Donegal,Network Node,56,72,0,129.05,Inactive,On,3410,6,2024,12,5
Server-3803,100.0,19,41,2022-11-12 11:46:52,Carlow,Edge,78,72,3,122.21,Active,On,2787,25,2022,11,12
Server-3804,97.5,31,41,2023-03-04 12:23:15,Limerick,Network Node,63,94,2,211.63,Needs Maintenance,On,2098,78,2023,3,4
Server-3805,95.9,1,35,2023-05-13 17:07:22,Donegal,Backup Server,68,57,3,162.15,Active,On,2211,92,2023,5,13
Server-3806,95.3,58,36,2022-09-03 18:20:20,Mayo,Enterprise,56,58,4,199.13,Active,Off,3211,83,2022,9,3
Server-3807,95.8,58,27,2021-09-11 16:15:54,Mayo,Network Node,71,75,0,79.43,Active,On,4383,14,2021,9,11
Server-3808,98.7,85,30,2023-12-20 12:03:32,Mayo,Backup Server,76,58,1,109.71,Out of Service,On,3575,15,2023,12,20
Server-3809,98.0,4,31,2022-06-19 18:13:18,Carlow,Mainframe,93,58,3,123.86,Needs Maintenance,On,3772,64,2022,6,19
Server-3810,98.7,65,44,2021-04-15 18:12:58,Limerick,Enterprise,61,88,1,214.9,Needs Maintenance,On,2672,21,2021,4,15
Server-3811,99.8,38,43,2022-11-08 05:58:38,Mayo,Edge,82,69,0,212.99,Active,Standby,4073,15,2022,11,8
Server-3812,98.5,43,27,2024-08-15 07:41:08,Carlow,Backup Server,58,54,4,154.38,Needs Maintenance,Standby,3966,90,2024,8,15
Server-3813,98.9,40,44,2022-07-26 07:48:31,Donegal,Edge,63,63,4,174.05,Inactive,On,2047,81,2022,7,26
Server-3814,97.1,95,43,2024-03-04 07:36:48,Donegal,Backup Server,67,74,1,158.41,Active,On,4109,18,2024,3,4
Server-3815,97.6,61,37,2021-09-22 11:08:07,Dublin,Network Node,67,67,2,100.13,Needs Maintenance,On,3935,53,2021,9,22
Server-3816,99.1,74,28,2024-04-15 06:20:56,Cork,Edge,58,81,1,152.98,Needs Maintenance,On,4530,59,2024,4,15
Server-3817,98.2,25,30,2024-02-02 17:45:28,Mayo,Edge,92,94,1,104.83,Needs Maintenance,On,4462,93,2024,2,2
Server-3818,97.7,50,39,2020-12-27 00:23:10,Galway,Enterprise,92,72,1,130.95,Retired,On,3242,29,2020,12,27
Server-3819,96.1,94,36,2024-06-25 06:24:15,Carlow,Network Node,56,87,1,138.77,Active,On,2317,83,2024,6,25
Server-3820,98.0,78,35,2023-04-02 02:29:53,Carlow,Backup Server,82,64,0,232.54,Under Repair,On,3625,98,2023,4,2
Server-3821,96.5,11,34,2020-05-13 02:01:37,Dublin,Network Node,91,87,0,157.89,Needs Maintenance,On,4811,54,2020,5,13
Server-3822,98.0,89,34,2020-11-05 13:06:54,Galway,Mainframe,82,61,1,129.63,Active,Standby,4585,62,2020,11,5
Server-3823,97.3,46,31,2022-05-12 14:22:49,Mayo,Network Node,88,66,1,180.69,Under Repair,On,2627,95,2022,5,12
Server-3824,95.5,48,29,2025-04-02 19:07:00,Cork,Network Node,60,83,4,116.96,Out of Service,On,3553,74,2025,4,2
Server-3825,99.3,74,36,2024-01-09 21:52:53,Mayo,Enterprise,50,72,3,282.87,Needs Maintenance,On,3260,53,2024,1,9
Server-3826,97.9,85,27,2020-12-22 06:17:51,Dublin,Mainframe,60,85,0,171.51,Active,On,2900,80,2020,12,22
Server-3827,99.5,91,34,2020-07-09 15:10:28,Kilkenny,Mainframe,75,67,2,26.38,Needs Maintenance,On,4564,57,2020,7,9
Server-3828,99.6,21,34,2023-06-09 09:16:11,Mayo,Network Node,56,81,2,109.79,Needs Maintenance,Off,2477,36,2023,6,9
