Server ID,Energy Consumption (kWh),Cooling Efficiency (%),Power Usage Effectiveness (PUE),Timestamp,Server Location,Server Type,Energy Source,Cooling System Type,Energy Cost (€),Carbon Emissions (kg CO2),Maintenance Status,Energy Savings Target (%),Peak Energy Usage (kWh),Off-Peak Energy Usage (kWh),Year,Month,Day
Server-4158,630.42,51,1.89,2020-12-16 22:28:59,London,Cloud,Solar,Thermoelectric Cooling,205.71,529.6,Active,32,1004.0,125.0,2020,12,16
Server-4159,696.32,78,1.87,2020-01-21 21:31:58,Lisbon,Mainframe,Wind,Phase Change Cooling,62.54,170.97,Under Repair,23,974.0,251.0,2020,1,21
Server-4160,508.07,92,2.0,2021-12-20 09:22:24,Dublin,Network Node,Battery Backup,Thermoelectric Cooling,130.54,483.19,Retired,29,1003.0,250.0,2021,12,20
Server-4161,563.94,85,1.59,2023-01-06 23:33:45,Germany,Network Node,Solar,Compressor Cooling,105.04,683.91,Active,22,899.0,167.0,2023,1,6
Server-4162,651.72,70,1.75,2021-03-06 07:10:57,Berlin,Edge,Grid,Evaporative Cooling,43.46,398.8,Active,31,955.0,242.0,2021,3,6
Server-4163,395.64,70,1.2,2021-03-06 00:32:49,Vienna,Enterprise,Grid,Heat Pipe Cooling,183.26,564.71,Needs Maintenance,18,963.0,126.0,2021,3,6
Server-4164,849.44,70,1.67,2021-01-22 16:17:15,Vienna,Edge,Wind,Fan Cooling,106.9,373.89,Active,23,949.0,176.0,2021,1,22
Server-4165,683.46,53,1.65,2020-11-12 02:48:18,Germany,Cloud,Battery Backup,Peltier Cooling,97.84,443.66,Inactive,22,1062.0,258.0,2020,11,12
Server-4166,578.6,50,1.9,2021-04-08 21:15:21,Germany,Cloud,Wind,Evaporative Cooling,54.33,467.64,Out of Service,23,1033.0,191.0,2021,4,8
Server-4167,494.82,75,1.83,2021-10-22 00:13:26,Dublin,Mainframe,Biomass,Thermoelectric Cooling,156.82,171.04,Under Repair,18,939.0,187.0,2021,10,22
Server-4168,574.22,51,1.94,2024-09-11 13:56:49,London,Edge,Solar,Peltier Cooling,99.62,362.32,Needs Maintenance,22,937.0,270.0,2024,9,11
Server-4169,265.96,58,1.87,2022-11-09 19:23:41,Amsterdam,Mainframe,Wind,Compressor Cooling,113.37,350.04,Under Repair,31,937.0,102.0,2022,11,9
Server-4170,812.31,94,1.87,2022-12-26 22:38:55,Stockholm,Enterprise,Wind,Liquid Cooling,176.5,124.06,Inactive,20,991.0,191.0,2022,12,26
Server-4171,669.33,67,1.06,2020-08-29 13:55:01,Vienna,Network Node,Battery Backup,Phase Change Cooling,169.74,294.24,Needs Maintenance,24,1010.0,197.0,2020,8,29
Server-4172,719.6,91,1.85,2024-07-10 23:28:08,Dublin,Network Node,Solar,Heat Pipe Cooling,79.74,393.6,Active,16,1021.0,160.0,2024,7,10
Server-4173,504.61,90,1.61,2021-11-30 00:35:58,Dublin,Edge,Grid,Thermoelectric Cooling,93.93,138.38,Active,26,949.0,269.0,2021,11,30
Server-4174,445.96,60,1.38,2021-08-07 17:16:02,Dublin,Mainframe,Hydro,Thermoelectric Cooling,165.03,261.98,Active,33,991.0,154.0,2021,8,7
Server-4175,398.85,74,1.06,2020-03-18 23:15:49,Paris,Mainframe,Solar,Phase Change Cooling,99.96,379.22,Needs Maintenance,19,997.0,155.0,2020,3,18
Server-4176,622.04,75,1.68,2021-07-19 11:03:09,Rome,Enterprise,Wind,Thermoelectric Cooling,61.28,347.07,Active,30,1060.0,76.0,2021,7,19
Server-4177,423.12,85,1.33,2025-02-09 05:12:28,Berlin,Mainframe,Grid,Evaporative Cooling,64.69,510.62,Needs Maintenance,19,1039.0,256.0,2025,2,9
Server-4178,471.9,91,1.47,2021-08-20 03:37:52,Amsterdam,Backup Server,Grid,Evaporative Cooling,135.11,146.7,Under Repair,15,928.0,184.0,2021,8,20
Server-4179,581.96,84,1.68,2023-11-28 21:34:21,Lisbon,Backup Server,Battery Backup,Liquid Cooling,155.03,96.15,Retired,24,906.0,184.0,2023,11,28
Server-4180,401.1,87,1.91,2022-08-27 23:33:16,Rome,Cloud,Geothermal,Fan Cooling,109.56,485.01,Active,16,994.0,189.0,2022,8,27
Server-4181,656.59,52,1.83,2021-10-29 00:57:19,Dublin,Backup Server,Grid,Peltier Cooling,61.72,369.22,Needs Maintenance,30,968.0,260.0,2021,10,29
Server-4182,497.34,90,1.45,2020-06-19 09:04:43,London,Backup Server,Solar,Thermoelectric Cooling,81.42,382.11,Active,23,952.0,281.0,2020,6,19
Server-4183,273.78,84,1.39,2023-06-27 08:32:36,Dublin,Cloud,Solar,Peltier Cooling,137.42,271.08,Active,21,962.0,113.0,2023,6,27
Server-4184,399.5,89,1.24,2020-12-20 23:30:01,London,Backup Server,Grid,Thermoelectric Cooling,66.7,132.58,Retired,27,1029.0,177.0,2020,12,20
Server-4185,696.23,71,1.37,2023-11-15 15:10:37,Germany,Backup Server,Grid,Peltier Cooling,99.92,481.28,Needs Maintenance,18,925.0,143.0,2023,11,15
Server-4186,359.45,57,1.11,2024-03-31 18:40:28,Paris,Cloud,Battery Backup,Liquid Cooling,92.79,347.93,Inactive,21,1092.0,189.0,2024,3,31
Server-4187,634.11,64,1.97,2024-01-16 20:18:34,Vienna,Edge,Battery Backup,Peltier Cooling,110.07,184.27,Active,24,964.0,195.0,2024,1,16
Server-4188,518.25,94,1.57,2024-06-18 16:48:51,Amsterdam,Cloud,Wind,Thermoelectric Cooling,116.0,158.86,Needs Maintenance,26,1032.0,114.0,2024,6,18
Server-4189,474.24,56,1.13,2021-07-14 03:31:34,Amsterdam,Cloud,Grid,Thermoelectric Cooling,47.57,93.71,Needs Maintenance,16,967.0,218.0,2021,7,14
Server-4190,876.89,68,1.35,2021-12-28 12:16:21,Lisbon,Backup Server,Solar,Fan Cooling,135.54,404.41,Inactive,19,924.0,178.0,2021,12,28
Server-4191,307.37,89,1.55,2020-02-01 19:53:45,Stockholm,Network Node,Solar,Evaporative Cooling,158.42,220.13,Active,29,993.0,239.0,2020,2,1
Server-4192,388.98,91,1.53,2025-01-11 17:39:50,Lisbon,Backup Server,Grid,Liquid Cooling,68.9,88.76,Under Repair,25,937.0,202.0,2025,1,11
Server-4193,496.49,66,1.04,2023-08-24 19:17:24,Germany,Edge,Wind,Phase Change Cooling,47.12,179.22,Retired,16,1007.0,114.0,2023,8,24
Server-4194,862.36,50,1.95,2020-05-01 07:42:22,Rome,Cloud,Grid,Peltier Cooling,184.53,194.32,Active,29,999.0,231.0,2020,5,1
Server-4195,496.83,94,1.28,2021-03-30 18:54:22,Lisbon,Enterprise,Solar,Phase Change Cooling,127.21,113.89,Inactive,33,965.0,133.0,2021,3,30
Server-4196,541.14,78,1.02,2023-10-25 04:24:51,Amsterdam,Cloud,Wind,Peltier Cooling,150.12,117.88,Needs Maintenance,19,1008.0,138.0,2023,10,25
Server-4197,449.62,62,1.08,2023-04-09 05:28:15,Paris,Edge,Wind,Thermoelectric Cooling,123.45,400.56,Retired,30,1052.0,184.0,2023,4,9
Server-4198,553.79,78,1.58,2021-06-23 11:08:22,Germany,Mainframe,Hydro,Evaporative Cooling,126.32,274.15,Active,22,995.0,186.0,2021,6,23
Server-4199,458.93,90,1.14,2020-01-12 01:20:05,Vienna,Backup Server,Grid,Liquid Cooling,167.14,156.27,Active,21,964.0,112.0,2020,1,12
Server-4200,604.3,91,1.04,2024-12-29 18:45:43,Lisbon,Network Node,Battery Backup,Evaporative Cooling,75.77,350.96,Retired,17,1020.0,193.0,2024,12,29
Server-4201,616.13,55,1.38,2023-07-10 18:56:35,London,Network Node,Hydro,Thermoelectric Cooling,105.22,409.9,Needs Maintenance,22,1022.0,196.0,2023,7,10
Server-4202,464.88,54,1.62,2023-03-22 06:32:25,Paris,Backup Server,Grid,Thermoelectric Cooling,61.12,12.54,Active,19,986.0,194.0,2023,3,22
Server-4203,331.18,83,1.11,2021-07-23 03:58:44,Berlin,Backup Server,Battery Backup,Thermoelectric Cooling,89.08,375.34,Inactive,28,1069.0,116.0,2021,7,23
Server-4204,514.04,60,1.31,2023-06-27 00:39:12,Amsterdam,Edge,Battery Backup,Phase Change Cooling,100.61,463.55,Needs Maintenance,16,985.0,207.0,2023,6,27
Server-4205,710.32,58,1.42,2024-01-17 22:19:51,Dublin,Cloud,Wind,Thermoelectric Cooling,47.76,39.64,Needs Maintenance,24,1074.0,231.0,2024,1,17
Server-4206,376.0,87,1.16,2024-03-28 10:18:40,Vienna,Enterprise,Grid,Thermoelectric Cooling,105.34,378.71,Active,32,967.0,133.0,2024,3,28
Server-4207,550.09,89,1.51,2023-08-09 20:57:24,Amsterdam,Cloud,Grid,Phase Change Cooling,49.15,286.23,Active,31,1043.0,146.0,2023,8,9
Server-4208,319.14,90,1.09,2021-04-21 02:09:18,Germany,Cloud,Wind,Evaporative Cooling,106.85,548.32,Active,20,989.0,239.0,2021,4,21
Server-4209,344.03,58,1.05,2021-11-27 03:50:45,London,Enterprise,Solar,Peltier Cooling,153.91,76.73,Retired,31,1013.0,279.0,2021,11,27
Server-4210,695.05,57,1.52,2024-08-01 02:30:45,Lisbon,Network Node,Wind,Evaporative Cooling,122.11,618.13,Active,31,899.0,192.0,2024,8,1
Server-4211,603.73,93,1.25,2020-07-27 02:49:08,Germany,Cloud,Battery Backup,Compressor Cooling,80.18,520.38,Active,33,1108.0,178.0,2020,7,27
Server-4212,552.34,89,1.1,2021-10-31 07:18:55,Paris,Mainframe,Solar,Liquid Cooling,113.17,129.26,Needs Maintenance,30,1016.0,210.0,2021,10,31
Server-4213,151.73,52,1.42,2021-08-10 23:01:50,London,Mainframe,Wind,Thermoelectric Cooling,172.84,213.5,Needs Maintenance,16,1051.0,268.0,2021,8,10
Server-4214,417.07,62,1.92,2020-09-07 13:48:59,Dublin,Edge,Solar,Compressor Cooling,103.18,323.38,Active,19,931.0,157.0,2020,9,7
Server-4215,591.02,68,1.72,2024-08-05 21:01:51,Stockholm,Edge,Biomass,Thermoelectric Cooling,59.04,452.2,Active,26,1009.0,176.0,2024,8,5
Server-4216,282.64,83,1.82,2021-06-07 08:36:37,Lisbon,Enterprise,Battery Backup,Evaporative Cooling,81.09,129.14,Out of Service,15,991.0,174.0,2021,6,7
Server-4217,446.92,81,1.87,2023-02-13 07:39:35,Vienna,Enterprise,Battery Backup,Heat Pipe Cooling,179.98,83.81,Active,19,947.0,129.0,2023,2,13
Server-4218,615.0,65,1.97,2021-11-05 07:51:09,Amsterdam,Edge,Battery Backup,Thermoelectric Cooling,54.42,166.53,Needs Maintenance,22,1064.0,243.0,2021,11,5
Server-4219,273.33,85,1.76,2021-10-14 03:36:42,London,Backup Server,Solar,Phase Change Cooling,78.8,364.2,Inactive,24,1007.0,213.0,2021,10,14
Server-4220,248.11,67,1.61,2021-12-06 22:30:15,Lisbon,Cloud,Grid,Fan Cooling,100.72,406.8,Active,17,997.0,99.0,2021,12,6
Server-4221,275.93,63,1.37,2021-09-27 20:47:51,Vienna,Backup Server,Solar,Liquid Cooling,78.85,162.3,Needs Maintenance,20,1031.0,199.0,2021,9,27
Server-4222,550.17,79,1.18,2023-07-14 13:33:32,Rome,Network Node,Solar,Liquid Cooling,127.38,158.08,Under Repair,27,957.0,283.0,2023,7,14
Server-4223,416.45,51,1.69,2021-10-04 01:59:17,Germany,Mainframe,Wind,Phase Change Cooling,77.19,496.5,Active,34,1008.0,214.0,2021,10,4
Server-4224,631.71,62,1.99,2024-05-01 04:35:45,Amsterdam,Enterprise,Wind,Fan Cooling,102.45,151.2,Needs Maintenance,22,1005.0,280.0,2024,5,1
Server-4225,518.15,76,1.47,2024-05-28 05:30:57,Berlin,Edge,Wind,Compressor Cooling,95.37,99.89,Inactive,32,1007.0,172.0,2024,5,28
Server-4226,782.08,66,1.72,2020-01-11 14:51:12,Rome,Mainframe,Grid,Fan Cooling,93.47,370.24,Retired,19,1051.0,248.0,2020,1,11
Server-4227,314.38,80,1.5,2021-12-07 00:07:17,Vienna,Backup Server,Wind,Heat Pipe Cooling,242.35,175.61,Out of Service,20,979.0,266.0,2021,12,7
Server-4228,549.77,64,1.43,2022-08-19 07:58:04,Rome,Enterprise,Grid,Evaporative Cooling,157.66,223.25,Active,16,974.0,196.0,2022,8,19
Server-4229,380.72,69,1.41,2020-08-24 11:01:35,Lisbon,Enterprise,Solar,Fan Cooling,71.49,248.1,Active,21,969.0,179.0,2020,8,24
Server-4230,590.03,54,1.5,2024-01-19 13:20:37,London,Cloud,Wind,Thermoelectric Cooling,58.58,145.3,Out of Service,30,967.0,255.0,2024,1,19
Server-4231,517.99,56,1.37,2024-05-30 13:06:07,Berlin,Enterprise,Solar,Peltier Cooling,54.3,121.62,Out of Service,24,1055.0,227.0,2024,5,30
Server-4232,351.03,67,1.75,2021-12-04 12:03:38,Stockholm,Network Node,Hydro,Fan Cooling,175.38,186.52,Active,34,996.0,248.0,2021,12,4
Server-4233,476.43,60,1.87,2023-10-28 14:07:23,London,Enterprise,Battery Backup,Evaporative Cooling,94.61,151.21,Inactive,24,1051.0,221.0,2023,10,28
Server-4234,510.96,81,1.88,2021-12-03 20:46:34,Stockholm,Network Node,Wind,Phase Change Cooling,166.91,141.98,Needs Maintenance,16,1014.0,196.0,2021,12,3
Server-4235,410.1,76,1.23,2020-10-11 07:31:30,Vienna,Backup Server,Solar,Liquid Cooling,157.47,223.79,Needs Maintenance,22,956.0,196.0,2020,10,11
Server-4236,609.08,75,1.9,2023-11-09 01:56:42,Dublin,Cloud,Grid,Phase Change Cooling,43.85,132.27,Under Repair,16,925.0,182.0,2023,11,9
Server-4237,345.34,86,1.34,2021-03-06 14:31:58,London,Network Node,Wind,Peltier Cooling,119.4,204.5,Under Repair,16,927.0,220.0,2021,3,6
Server-4238,813.65,94,1.31,2024-12-04 02:10:04,Vienna,Backup Server,Biomass,Thermoelectric Cooling,131.13,161.89,Out of Service,27,955.0,191.0,2024,12,4
Server-4239,643.05,77,1.73,2020-10-05 15:22:04,Lisbon,Mainframe,Grid,Heat Pipe Cooling,41.67,163.28,Active,18,1051.0,213.0,2020,10,5
Server-4240,552.31,51,1.3,2020-09-09 14:28:16,Stockholm,Enterprise,Geothermal,Phase Change Cooling,163.1,378.44,Needs Maintenance,21,1065.0,160.0,2020,9,9
Server-4241,926.8,69,1.05,2023-03-22 02:46:58,Vienna,Edge,Wind,Fan Cooling,121.14,367.77,Active,28,1005.0,157.0,2023,3,22
Server-4242,453.61,53,1.37,2023-01-19 19:07:31,Amsterdam,Edge,Grid,Fan Cooling,136.64,121.66,Out of Service,34,1046.0,229.0,2023,1,19
Server-4243,591.71,62,1.72,2022-04-10 17:50:18,Stockholm,Network Node,Wind,Liquid Cooling,189.1,92.59,Active,19,972.0,219.0,2022,4,10
Server-4244,533.4,73,1.33,2024-12-28 07:45:24,Lisbon,Cloud,Wind,Heat Pipe Cooling,148.22,465.21,Out of Service,15,969.0,179.0,2024,12,28
Server-4245,619.62,87,1.63,2024-08-04 04:18:10,Amsterdam,Network Node,Biomass,Evaporative Cooling,155.71,112.09,Inactive,15,1039.0,269.0,2024,8,4
Server-4246,724.42,89,1.66,2024-03-21 14:31:17,Vienna,Backup Server,Battery Backup,Evaporative Cooling,111.1,507.29,Inactive,33,1008.0,159.0,2024,3,21
Server-4247,582.34,94,1.73,2020-07-02 00:14:18,Rome,Backup Server,Biomass,Compressor Cooling,155.84,490.76,Under Repair,20,1037.0,222.0,2020,7,2
Server-4248,656.27,78,1.9,2021-11-11 23:00:45,Paris,Network Node,Solar,Heat Pipe Cooling,104.27,116.04,Retired,30,1003.0,223.0,2021,11,11
Server-4249,417.44,85,1.43,2020-01-14 19:39:42,London,Network Node,Hydro,Heat Pipe Cooling,109.07,102.25,Out of Service,26,981.0,203.0,2020,1,14
Server-4250,469.08,51,1.17,2022-05-31 00:27:55,Berlin,Mainframe,Solar,Fan Cooling,81.79,104.06,Needs Maintenance,15,989.0,263.0,2022,5,31
Server-4251,745.74,90,1.32,2023-12-29 14:22:39,Lisbon,Backup Server,Grid,Compressor Cooling,79.86,126.01,Under Repair,26,1015.0,281.0,2023,12,29
Server-4252,589.53,67,1.43,2022-02-21 14:01:57,Dublin,Mainframe,Battery Backup,Evaporative Cooling,153.05,137.08,Needs Maintenance,34,1012.0,142.0,2022,2,21
Server-4253,537.25,57,1.71,2021-12-15 21:44:05,Berlin,Network Node,Solar,Thermoelectric Cooling,101.94,108.2,Active,32,953.0,86.0,2021,12,15
Server-4254,387.01,64,1.01,2022-05-02 13:29:18,Vienna,Cloud,Grid,Thermoelectric Cooling,89.6,109.44,Retired,16,994.0,176.0,2022,5,2
Server-4255,644.99,90,1.32,2021-12-14 12:15:09,Amsterdam,Enterprise,Grid,Peltier Cooling,71.59,135.7,Needs Maintenance,32,924.0,151.0,2021,12,14
Server-4256,382.78,66,1.78,2022-07-16 13:27:28,Stockholm,Backup Server,Wind,Heat Pipe Cooling,166.79,163.74,Inactive,24,983.0,178.0,2022,7,16
Server-4257,338.58,72,1.67,2021-09-03 14:36:31,Berlin,Edge,Solar,Heat Pipe Cooling,107.26,134.12,Active,24,954.0,291.0,2021,9,3
Server-4258,517.24,51,1.73,2021-01-15 00:20:06,Amsterdam,Mainframe,Solar,Liquid Cooling,148.17,371.86,Inactive,20,848.0,335.0,2021,1,15
Server-4259,139.63,55,1.81,2023-05-08 21:21:34,Paris,Backup Server,Battery Backup,Evaporative Cooling,181.68,133.89,Under Repair,16,1111.0,153.0,2023,5,8
Server-4260,591.66,78,1.78,2021-08-01 10:57:19,Stockholm,Enterprise,Solar,Liquid Cooling,115.17,172.96,Retired,30,961.0,211.0,2021,8,1
Server-4261,556.54,76,1.68,2020-09-22 19:13:13,London,Mainframe,Grid,Thermoelectric Cooling,90.96,348.92,Needs Maintenance,19,953.0,210.0,2020,9,22
Server-4262,447.08,86,1.44,2020-02-14 12:11:14,Rome,Backup Server,Wind,Compressor Cooling,76.19,233.63,Needs Maintenance,20,1081.0,217.0,2020,2,14
Server-4263,460.68,83,1.98,2020-02-15 10:08:02,Paris,Mainframe,Solar,Heat Pipe Cooling,112.9,104.55,Under Repair,15,941.0,131.0,2020,2,15
Server-4264,482.1,67,1.57,2023-09-20 20:52:28,Stockholm,Mainframe,Hydro,Compressor Cooling,75.98,272.08,Active,18,927.0,262.0,2023,9,20
Server-4265,381.63,91,1.2,2023-04-29 18:53:13,Paris,Network Node,Battery Backup,Phase Change Cooling,133.67,270.55,Needs Maintenance,31,990.0,245.0,2023,4,29
Server-4266,527.69,59,1.29,2022-02-14 03:53:54,London,Network Node,Solar,Liquid Cooling,82.83,88.06,Inactive,27,975.0,176.0,2022,2,14
Server-4267,462.59,87,1.69,2022-07-06 05:10:00,Amsterdam,Mainframe,Grid,Evaporative Cooling,92.41,212.2,Needs Maintenance,26,968.0,262.0,2022,7,6
Server-4268,516.87,93,1.92,2020-12-05 10:30:27,Stockholm,Mainframe,Grid,Heat Pipe Cooling,85.41,122.88,Needs Maintenance,27,954.0,128.0,2020,12,5
Server-4269,476.64,66,1.18,2021-10-24 07:03:08,Vienna,Edge,Grid,Phase Change Cooling,62.04,170.17,Inactive,33,991.0,115.0,2021,10,24
Server-4270,447.12,62,1.08,2020-11-30 13:24:14,Lisbon,Enterprise,Grid,Phase Change Cooling,105.66,153.52,Active,30,1082.0,213.0,2020,11,30
Server-4271,541.77,91,1.88,2020-08-26 08:13:46,Berlin,Enterprise,Battery Backup,Evaporative Cooling,100.22,150.82,Active,25,919.0,222.0,2020,8,26
Server-4272,617.16,76,1.92,2022-09-16 03:02:49,Rome,Cloud,Solar,Compressor Cooling,100.35,436.18,Inactive,32,1042.0,192.0,2022,9,16
Server-4273,421.28,51,1.28,2021-10-29 22:10:20,Germany,Cloud,Grid,Phase Change Cooling,136.94,609.67,Retired,32,1077.0,255.0,2021,10,29
Server-4274,559.32,83,1.38,2021-12-08 09:36:42,Dublin,Cloud,Battery Backup,Fan Cooling,105.43,423.1,Inactive,15,969.0,167.0,2021,12,8
Server-4275,577.91,80,1.66,2022-03-23 06:35:04,Amsterdam,Network Node,Battery Backup,Evaporative Cooling,107.76,58.23,Active,18,1019.0,260.0,2022,3,23
Server-4276,307.42,72,1.33,2020-12-13 04:48:47,Lisbon,Network Node,Grid,Phase Change Cooling,108.19,355.4,Inactive,23,994.0,239.0,2020,12,13
Server-4277,646.48,56,1.88,2024-09-03 16:22:58,Dublin,Edge,Grid,Evaporative Cooling,144.74,85.76,Inactive,17,914.0,293.0,2024,9,3
Server-4278,808.47,87,1.11,2020-07-24 05:28:58,Germany,Network Node,Solar,Evaporative Cooling,160.31,72.5,Out of Service,22,1061.0,111.0,2020,7,24
Server-4279,486.79,82,1.04,2024-01-01 17:51:50,Stockholm,Cloud,Biomass,Heat Pipe Cooling,120.63,141.19,Active,23,1002.0,176.0,2024,1,1
Server-4280,474.32,61,1.21,2023-10-07 21:29:56,Paris,Backup Server,Grid,Compressor Cooling,126.26,141.64,Needs Maintenance,32,974.0,155.0,2023,10,7
Server-4281,468.05,94,1.29,2021-02-05 07:03:26,Lisbon,Mainframe,Hydro,Thermoelectric Cooling,109.85,387.22,Inactive,19,924.0,239.0,2021,2,5
Server-4282,593.09,61,1.11,2023-04-14 20:15:06,Rome,Cloud,Biomass,Compressor Cooling,145.57,63.22,Needs Maintenance,19,1026.0,279.0,2023,4,14
Server-4283,576.62,68,1.07,2024-04-29 02:14:44,London,Edge,Solar,Heat Pipe Cooling,136.12,355.26,Active,19,1008.0,181.0,2024,4,29
Server-4284,261.4,58,1.76,2020-10-03 09:34:28,Vienna,Mainframe,Grid,Evaporative Cooling,194.17,462.36,Needs Maintenance,30,1030.0,230.0,2020,10,3
Server-4285,370.08,59,1.16,2023-05-03 09:17:07,Berlin,Network Node,Grid,Evaporative Cooling,68.36,301.54,Active,19,1028.0,272.0,2023,5,3
Server-4286,576.1,66,1.91,2023-03-22 11:42:33,Paris,Mainframe,Grid,Thermoelectric Cooling,141.08,241.95,Active,19,959.0,216.0,2023,3,22
Server-4287,478.25,89,1.37,2023-10-04 01:16:19,Amsterdam,Backup Server,Grid,Fan Cooling,36.21,112.23,Retired,26,829.0,235.0,2023,10,4
Server-4288,325.08,88,1.67,2020-04-30 22:14:13,Dublin,Edge,Wind,Phase Change Cooling,100.94,148.22,Inactive,21,995.0,101.0,2020,4,30
Server-4289,725.04,90,1.23,2024-03-04 00:40:56,Amsterdam,Network Node,Wind,Evaporative Cooling,111.29,409.13,Needs Maintenance,17,991.0,278.0,2024,3,4
Server-4290,380.04,59,1.24,2020-07-18 01:40:45,Amsterdam,Enterprise,Wind,Phase Change Cooling,134.92,366.94,Retired,22,1008.0,185.0,2020,7,18
Server-4291,505.37,61,1.57,2021-08-04 16:28:31,Lisbon,Cloud,Grid,Liquid Cooling,80.79,93.63,Active,34,1076.0,333.0,2021,8,4
Server-4292,474.27,64,1.56,2022-05-08 06:09:30,London,Backup Server,Grid,Phase Change Cooling,58.69,109.74,Needs Maintenance,32,998.0,157.0,2022,5,8
Server-4293,338.2,80,1.77,2022-10-07 17:54:20,Dublin,Backup Server,Solar,Thermoelectric Cooling,73.06,452.59,Active,19,1035.0,224.0,2022,10,7
Server-4294,527.74,64,1.76,2020-07-27 10:13:58,Dublin,Cloud,Solar,Evaporative Cooling,116.24,119.99,Needs Maintenance,20,1019.0,241.0,2020,7,27
Server-4295,558.82,77,1.67,2020-11-26 06:01:15,Dublin,Edge,Grid,Thermoelectric Cooling,70.94,402.23,Active,20,931.0,75.0,2020,11,26
Server-4296,429.85,53,1.45,2020-01-18 20:50:12,Amsterdam,Edge,Wind,Fan Cooling,179.79,334.48,Retired,20,935.0,289.0,2020,1,18
Server-4297,449.57,85,1.89,2020-06-17 06:14:16,Lisbon,Backup Server,Battery Backup,Liquid Cooling,123.15,82.62,Inactive,25,1058.0,237.0,2020,6,17
Server-4298,590.07,50,1.62,2022-08-15 07:10:02,Amsterdam,Cloud,Solar,Fan Cooling,124.18,200.1,Active,27,956.0,125.0,2022,8,15
Server-4299,203.73,93,1.99,2021-04-24 00:57:50,Vienna,Mainframe,Biomass,Phase Change Cooling,134.53,463.22,Needs Maintenance,28,1018.0,218.0,2021,4,24
Server-4300,373.25,83,1.82,2024-12-31 17:39:36,Vienna,Enterprise,Grid,Fan Cooling,68.44,406.2,Needs Maintenance,31,949.0,218.0,2024,12,31
Server-4301,532.02,66,1.04,2023-03-21 02:22:32,Dublin,Enterprise,Wind,Phase Change Cooling,132.65,118.84,Under Repair,15,1037.0,193.0,2023,3,21
Server-4302,420.99,88,1.32,2020-12-28 22:01:25,London,Edge,Battery Backup,Compressor Cooling,75.6,534.94,Active,24,1012.0,170.0,2020,12,28
Server-4303,418.85,87,1.57,2023-06-11 03:00:41,London,Edge,Grid,Phase Change Cooling,155.33,285.39,Inactive,16,985.0,197.0,2023,6,11
Server-4304,635.25,93,1.72,2024-03-31 07:53:06,Dublin,Mainframe,Grid,Heat Pipe Cooling,153.99,450.35,Active,27,1033.0,243.0,2024,3,31
Server-4305,405.0,82,1.55,2021-06-27 21:19:11,Stockholm,Edge,Grid,Fan Cooling,114.78,379.25,Needs Maintenance,31,1013.0,241.0,2021,6,27
Server-4306,796.88,70,1.79,2025-01-03 10:37:55,Rome,Enterprise,Solar,Evaporative Cooling,83.76,345.47,Under Repair,33,964.0,200.0,2025,1,3
Server-4307,236.82,75,1.28,2025-04-14 03:58:08,Dublin,Cloud,Battery Backup,Compressor Cooling,86.11,114.6,Needs Maintenance,17,1001.0,211.0,2025,4,14
Server-4308,168.2,85,1.18,2022-04-08 12:58:31,Lisbon,Backup Server,Biomass,Peltier Cooling,153.27,521.91,Inactive,18,1033.0,194.0,2022,4,8
Server-4309,631.84,54,1.05,2022-05-26 21:19:23,Lisbon,Enterprise,Wind,Liquid Cooling,108.16,164.48,Retired,20,1055.0,151.0,2022,5,26
Server-4310,352.41,82,1.57,2022-05-28 12:30:29,Lisbon,Mainframe,Wind,Phase Change Cooling,63.59,562.33,Out of Service,27,994.0,197.0,2022,5,28
Server-4311,354.94,50,1.69,2022-05-06 08:36:17,Dublin,Cloud,Grid,Heat Pipe Cooling,144.76,163.39,Retired,28,1089.0,163.0,2022,5,6
Server-4312,647.71,55,1.33,2022-02-05 02:07:12,Lisbon,Cloud,Hydro,Compressor Cooling,129.73,126.4,Out of Service,23,963.0,150.0,2022,2,5
Server-4313,425.41,86,1.61,2023-05-21 04:34:52,Lisbon,Backup Server,Grid,Fan Cooling,48.36,116.11,Active,29,922.0,79.0,2023,5,21
Server-4314,636.55,51,1.05,2021-07-13 00:05:17,Germany,Enterprise,Grid,Peltier Cooling,100.8,124.61,Retired,20,929.0,180.0,2021,7,13
Server-4315,408.44,54,1.1,2022-08-09 17:42:59,Germany,Cloud,Wind,Peltier Cooling,50.31,143.17,Under Repair,34,1000.0,239.0,2022,8,9
Server-4316,554.38,75,1.7,2023-12-17 16:44:31,Berlin,Cloud,Battery Backup,Compressor Cooling,76.89,171.29,Active,25,1001.0,261.0,2023,12,17
Server-4317,423.29,90,1.37,2023-05-26 02:51:28,Stockholm,Edge,Wind,Evaporative Cooling,208.24,429.44,Active,21,1006.0,222.0,2023,5,26
Server-4318,362.03,62,1.67,2021-08-26 12:04:10,Paris,Cloud,Solar,Evaporative Cooling,136.1,406.27,Active,32,967.0,135.0,2021,8,26
Server-4319,759.59,61,1.83,2022-03-10 06:59:26,Amsterdam,Mainframe,Wind,Evaporative Cooling,75.54,377.98,Needs Maintenance,31,1111.0,192.0,2022,3,10
Server-4320,667.47,54,1.85,2023-06-29 08:34:35,Lisbon,Cloud,Geothermal,Heat Pipe Cooling,66.27,55.88,Needs Maintenance,28,1076.0,142.0,2023,6,29
